ID|NAME|CP|LVL|STATE|SHINY|MOVE1|MOVE2|MOVE3
PIPLUP|Piplup|498|17||SHINY|||
PIPLUP|Piplup|557|19||SHINY|||
PIPLUP|Piplup|45|2||SHINY|||
GYARADOS|Gyarados|2,643|28|VALUABLE|SHINY|Bite|Aqua Tail|-
HEATRAN|Heatran|2,093|20|VALUABLE|SHINY|||
LICKITUNG|Lickitung|773|20|VALUABLE|SHINY|Lick|Body Slam|-
RHYHORN|Rhyhorn|70|2||SHINY|||
LICKITUNG|Lickitung|580|15||SHINY|||
RHYPERIOR|Rhyperior|2,913|28|VALUABLE|SHINY|Smackdown|Rock Wrecker|-
GENGAR_PARTY_HAT_RED|Gengar (Red Party Hat)|1,997|25|VALUABLE|SHINY|Lick|Psychic|-
DARKRAI|Darkrai|2,396|24|MYTHICAL|SHINY|||
TORCHIC|Torchic|266|9||SHINY|||
GROWLITHE|Growlithe|782|23||SHINY|||
COBALION|Cobalion|1,680|20|VALUABLE|SHINY|Metal Claw|Sacred Sword|-
ALAKAZAM|Alakazam|580|7|VALUABLE|SHINY|Counter|Future Sight|-
ABRA|Abra|250|7||SHINY|||
ABRA|Abra|173|5||SHINY|||
ALAKAZAM|Alakazam|1,528|18|VALUABLE|SHINY|Counter|Focus Blast|-
ALAKAZAM|Alakazam|2,378|29|LUCKY|SHINY|Counter|Focus Blast|-
GIRATINA_ALTERED|Giratina (Altered)|1,881|20|VALUABLE|SHINY|||
GIRATINA_ALTERED|Giratina (Altered)|1,975|21|VALUABLE|SHINY|||
SHIFTRY|Shiftry|1,355|21|VALUABLE|SHINY|Bullet Seed|Leaf Blade|-
SHIFTRY|Shiftry|968|15|VALUABLE|SHINY|Bullet Seed|Leaf Tornado|-
SEEDOT|Seedot|224|14||SHINY|||
SHIFTRY|Shiftry|1,872|29|VALUABLE|SHINY|Bullet Seed|Hurricane|-
SHIFTRY|Shiftry|1,614|25|VALUABLE|SHINY|Bullet Seed|Leaf Blade|-
PIKACHU_LUCARIO_CAP|Pikachu (Lucario Cap)|459|18||SHINY|||
BRONZOR|Bronzor|304|19||SHINY|||
BRONZOR|Bronzor|449|28||SHINY|||
BRONZOR|Bronzor|288|18||SHINY|||
LICKITUNG|Lickitung|618|16||SHINY|||
CHIMCHAR|Chimchar|468|18||SHINY|||
BEEDRILL|Beedrill|1,171|23|VALUABLE|SHINY|Poison Jab|Drill Run|-
WEEDLE|Weedle|169|14||SHINY|||
BEEDRILL|Beedrill|1,171|23|VALUABLE|SHINY|Infestation|Drill Run|-
WEEDLE|Weedle|145|12||SHINY|||
BEEDRILL|Beedrill|1,272|25|VALUABLE|SHINY|Infestation|Drill Run|-
BEEDRILL|Beedrill|1,323|26|VALUABLE|SHINY|Poison Jab|Drill Run|-
WEEDLE|Weedle|193|16||SHINY|||
WEEDLE|Weedle|18|2||SHINY|||
WEEDLE|Weedle|44|4||SHINY|||
WEEDLE|Weedle|31|3||SHINY|||
WEEDLE|Weedle|157|13||SHINY|||
BEEDRILL|Beedrill|1,476|29|VALUABLE|SHINY|Poison Jab|Drill Run|-
NINCADA|Nincada|163|8||SHINY|||
NIDORAN_FEMALE|Nidoran♀|265|12||SHINY|||
GASTLY|Gastly|229|7||SHINY|||
GENGAR|Gengar|1,597|20|VALUABLE|SHINY|Shadow Claw|Shadow Punch|-
GASTLY|Gastly|670|20||SHINY|||
GASTLY|Gastly|335|10||SHINY|||
SUNKERN|Sunkern|49|5||SHINY|||
EXEGGUTOR_ALOLA|Alolan Exeggutor|1,340|16||SHINY|||
EEVEE|Eevee|350|12||SHINY|||
MAROWAK_ALOLA|Alolan Marowak|1,164|23||SHINY|||
ZANGOOSE|Zangoose|103|2||SHINY|||
MAROWAK_ALOLA|Alolan Marowak|1,366|27||SHINY|||
CARVANHA|Carvanha|441|16||SHINY|||
GYARADOS|Gyarados|2,643|28||SHINY|Waterfall|Aqua Tail|-
MAGIKARP|Magikarp|78|11||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
|||||SHINY|||
